cont,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
1283,0.4117780718,0.6012231397,0.5761411865,0.8423992398,0.3365093212,0.06834081097,0.007404441651,0.6972927792,0.4474919776,0.5450643786,0.6741844944,0.4490633431,0.1987166335,0.9725702833,0.4697770911,0.040860214,0.3395282345,0.339055794,0.1473475602,1
1284,0.4256221326,0.6181160206,0.4938303791,0.8296264296,0.409704315,0.04565606813,0.003142710314,0.7621449785,0.5337363712,0.4255842571,0.6480692832,0.3103082875,0.1918806643,0.9905847843,0.4630556748,0.040860214,0.2966404575,0.2961373391,0.1298925258,1
1285,0.5020743214,0.6843950923,0.5232210211,0.8708215654,0.4191017727,0.01583423952,0.0004704527259,0.8971877616,0.7426120772,0.9775561107,0.6675032221,0.4051142335,0.1916434565,0.9815257701,0.4516910715,0.040860214,0.4145818442,0.4141630901,0.1103221517,1
1286,0.411908079,0.6175086917,0.5388456465,0.8414635723,0.3743803517,0.02839097981,0.001170887758,0.7297835583,0.43317503,0.5762483143,0.6800635205,0.4081881875,0.1925950821,0.9905847843,0.3597180211,0.040860214,0.2055039314,0.2049356223,0.1234128006,1
1287,0.4782775834,0.6828417691,0.5320218548,0.8843271569,0.4230505841,0.03751818899,0.002239629526,0.7997037246,0.5956378384,0.4961340214,0.6816311742,0.4107675708,0.1911704306,0.9997491381,0.4595791084,0.040860214,0.3127233738,0.3122317597,0.1670019425,1
1288,0.5680057286,0.5733585986,0.4552609911,0.8123955327,0.4330944618,0.02954342045,0.001682387403,0.8939206961,0.7646057576,0.4169934643,0.5773182038,0.4108455843,0.1918806643,0.9815257701,0.1774442728,0.040860214,0.1529664046,0.152360515,0.103137985,1
1289,0.5033619903,0.6397774906,0.5103622465,0.8695710054,0.4312588971,0.03025508529,0.001296686297,0.8258267081,0.633399966,0.4989626571,0.6612227377,0.3913926772,0.1952510823,0.9997491381,0.3670313103,0.040860214,0.2312365976,0.2306866953,0.1426715477,1
1290,0.3955411209,0.7524666042,0.4992544276,0.7766497029,0.3526803521,0.03929331832,0.002167761637,0.6884034288,0.4152501215,0.7729729714,0.6814326904,0.3723417944,0.211656409,0.9815257701,0.4120944603,0.040860214,0.2269478199,0.2263948498,0.2324480879,1
1291,0.4265457318,0.7300537854,0.4445355156,0.7330935066,0.3673282465,0.07459992605,0.007916516035,0.6523865043,0.4383704867,0.7406199036,0.6496096135,0.415726789,0.1930737075,0.9997491381,0.3747517104,0.040860214,0.2162258756,0.2156652361,0.1598251398,1
1292,0.411686719,0.7304439673,0.4896569144,0.7532777342,0.3399901047,0.04474225741,0.003282240586,0.7468586845,0.5129697666,0.7300724643,0.6575817267,0.3813516184,0.1967244352,0.9549628925,0.4799755531,0.040860214,0.2441029307,0.2435622318,0.222621721,1
1293,0.4104601274,0.7227527639,0.520319373,0.7430007561,0.2981403219,0.05135972303,0.003948360266,0.6471150492,0.3542399656,0.7030995107,0.6718973578,0.3029594581,0.192834158,0.9725702833,0.1666042201,0.040860214,0.2140814868,0.2135193133,0.06122035451,1
1294,0.4100591059,0.7235277172,0.4995243025,0.7922041952,0.3674866611,0.02746738116,0.001484339002,0.7681440645,0.4851634952,0.6811819607,0.672626394,0.3021925102,0.205684163,0.9725702833,0.2648421982,0.040860214,0.1990707648,0.1984978541,0.06683187782,1
1295,0.4533602593,0.7130359653,0.4889566017,0.7871900039,0.3736111215,0.02712187776,0.0009853621062,0.7858223732,0.5782677947,0.797058825,0.6682821543,0.4076436748,0.1930737075,0.9905847843,0.4676356528,0.040860214,0.2355253753,0.2349785408,0.1978253276,1
1296,0.4267704351,0.8032986737,0.5413249703,0.8374593014,0.3679185418,0.03219022729,0.001665663934,0.7444203119,0.505319857,0.7982142857,0.7201073217,0.3505017366,0.2141806895,0.9815257701,0.4824542042,0.040860214,0.5282344532,0.5278969957,0.1023845524,1
1297,0.380225406,0.7776028407,0.5118203059,0.7784850113,0.3413949414,0.05710904481,0.004101664189,0.6124652939,0.3164319308,0.7895569607,0.6939646926,0.3524852096,0.1937951966,0.9637165684,0.2622539676,0.040860214,0.232308792,0.2317596567,0.1341904938,1
1298,0.415494458,0.7511402861,0.5403747448,0.7824532684,0.3155540176,0.05070645382,0.003698022102,0.6417693089,0.3916326676,0.7165991893,0.6980293097,0.3212071324,0.1914067119,0.9997491381,0.4406566729,0.040860214,0.2097927091,0.2092274678,0.1605451608,1
1299,0.4238284685,0.7627395388,0.4833811196,0.7958647001,0.3878222459,0.04416431422,0.002880741778,0.7418227214,0.5403476267,0.7527910679,0.666525674,0.5042207427,0.1987166335,0.9905847843,0.2287273529,0.040860214,0.2001429593,0.1995708155,0.1284730516,1
1300,0.3988481478,0.7665047389,0.4855193799,0.7845558776,0.3746300745,0.03820331394,0.001878742596,0.639846511,0.3213140458,0.7452006964,0.6830203809,0.3422931384,0.1967244352,0.9997491381,0.265220544,0.040860214,0.2333809864,0.232832618,0.07734404883,1
1301,0.4077320396,0.72312076,0.4879353413,0.7703841793,0.3583723595,0.04727384009,0.003084744564,0.6589987545,0.3657627323,0.6639784929,0.6739060949,0.399129531,0.1911704306,0.9997491381,0.3806242984,0.040860214,0.232308792,0.2317596567,0.1629899338,1
1302,0.4088172114,0.7378298719,0.4724765395,0.7891475039,0.3926451567,0.04711315415,0.003580039083,0.6613246207,0.4041829862,0.6986301357,0.6664846465,0.3622242819,0.1972194883,0.9905847843,0.2104476851,0.040860214,0.2183702645,0.2178111588,0.1101509532,1
1303,0.4113176859,0.7367165848,0.4928745773,0.8046901188,0.386511406,0.03105731046,0.001497383604,0.6932838602,0.3653826027,0.6807432429,0.6853857852,0.3265085906,0.198967917,0.9549628925,0.2364158021,0.040860214,0.2290922087,0.2285407725,0.1295140447,1
1304,0.4304375797,0.7802567716,0.5141020725,0.8615715993,0.4196114134,0.03661715752,0.001884389143,0.7047407985,0.4553873269,0.7439703143,0.7091812759,0.4111289682,0.1994720176,0.9997491381,0.2396821893,0.040860214,0.2441029307,0.2435622318,0.1319114633,1
1305,0.4425619935,0.7517193712,0.4773255069,0.7820961719,0.3807640103,0.05626140129,0.005363896142,0.714131571,0.5419999787,0.7473524964,0.6609462554,0.3660885209,0.1935542267,0.9997491381,0.2077284023,0.040860214,0.2623302359,0.2618025751,0.106154182,1
1306,0.4101164787,0.733309303,0.5033161522,0.8015140425,0.3725740254,0.04819869444,0.003667005665,0.6977797814,0.4221220562,0.691099475,0.6766743932,0.3724363125,0.1935542267,0.9997491381,0.1966642496,0.040860214,0.1722659042,0.1716738197,0.08760542996,1
1307,0.4233997202,0.7287480027,0.4854271204,0.7846481807,0.3748155353,0.03481875857,0.001871630947,0.7120260496,0.4193943381,0.3545878679,0.668998053,0.352184772,0.197467761,0.9209154423,0.290357483,0.040860214,0.2087205147,0.2081545064,0.1389805882,1
1308,0.4012175213,0.751185377,0.4988010939,0.7734993073,0.3500960144,0.04610128758,0.003317846702,0.7132726455,0.4350300842,0.7105666143,0.6794587615,0.3996623615,0.1921183352,0.9905847843,0.4628117413,0.040860214,0.2655468192,0.2650214592,0.17469903,1
1309,0.3792957084,0.7528174935,0.5028562144,0.7515786812,0.3246179631,0.06679799871,0.006219896795,0.6287292332,0.378635769,0.7452531643,0.6767481039,0.3583665734,0.1923564745,0.9905847843,0.2221189697,0.040860214,0.196926376,0.1963519313,0.08882811943,1
1310,0.3969328554,0.7317338499,0.5377075149,0.7936853438,0.3292217441,0.04808074072,0.003446681308,0.6707735079,0.3794637712,0.6761363643,0.6878129102,0.3480503802,0.1921183352,0.9997491381,0.3401898035,0.040860214,0.2441029307,0.2435622318,0.1381383941,1
1311,0.4264961497,0.7235956653,0.5107793141,0.778804784,0.3427874837,0.04193034273,0.003186789215,0.7539479471,0.5311122856,0.684210525,0.6743277129,0.4109721943,0.1992197099,0.9905847843,0.3765393954,0.040860214,0.2130092924,0.2124463519,0.1039045056,1
1312,0.4071359092,0.7332098783,0.654449763,0.7908461101,0.2050834218,0.04091395926,0.002708223145,0.6609239565,0.3597993533,0.6680244393,0.708851252,0.2715646791,0.1911704306,0.9549628925,0.2147629461,0.040860214,0.2119370979,0.2113733906,0.03829796855,1
1313,0.4116977292,0.7454340384,0.503242572,0.7948195121,0.3661572364,0.05011339396,0.004132194006,0.7452016194,0.5144805472,0.7116279071,0.6780019643,0.3723196218,0.1950072304,0.9905847843,0.4107201441,0.040860214,0.3298784846,0.3293991416,0.1225164426,1
1314,0.4006062738,0.7385337883,0.4942639651,0.7692087354,0.3506519634,0.0342469716,0.001613949031,0.7175951345,0.4583625764,0.7274074071,0.671647618,0.3506595871,0.1918806643,0.9549628925,0.3304295897,0.040860214,0.2033595425,0.2027896996,0.1693794431,1
1315,0.387889754,0.7591075536,0.5489421881,0.7800451281,0.3043101439,0.04378907409,0.002603853897,0.6740151405,0.3992637796,0.7264705893,0.6959641598,0.3761197649,0.1925950821,0.9815257701,0.124106286,0.040860214,0.075768406,0.07510729614,0.09916654367,1
1316,0.4403487029,0.7568959484,0.4786575133,0.8046337687,0.4012391515,0.03467170116,0.001536732082,0.7535583165,0.5691514498,0.7124394179,0.6659205892,0.4355091171,0.194278567,0.9997491381,0.4223214436,0.040860214,0.4102930665,0.4098712446,0.1067741306,1
1317,0.3835985768,0.8110485025,0.5778674172,0.8469239401,0.3391031343,0.03964271271,0.002201119607,0.6343143694,0.3145360818,0.8874458857,0.734855144,0.2527938903,0.1923564745,0.8420358884,0.2275235249,0.040860214,0.1669049321,0.1663090129,0.1153258996,1
1318,0.3897269431,0.7482557297,0.5080093237,0.8015689004,0.3677474414,0.04770549506,0.003126011918,0.6426760594,0.3944355936,0.6987061,0.6885887871,0.3837232861,0.195495418,0.9725702833,0.2130087964,0.040860214,0.1422444603,0.1416309013,0.1125032376,1
1319,0.4030480031,0.7431200276,0.5317821314,0.7450672343,0.2882261085,0.05806474633,0.004829276582,0.6475017662,0.4377455079,0.7332089536,0.6755686955,0.4223426298,0.2083647069,0.9905847843,0.2064990199,0.040860214,0.2205146533,0.2199570815,0.0259500151,1
1320,0.4466974179,0.8393722005,0.550083468,0.8598621915,0.3805412201,0.04562632202,0.002837433207,0.6861481987,0.5015084173,0.828767125,0.7483126969,0.3811255637,0.1945209728,0.9815257701,0.3417788567,0.040860214,0.303073624,0.3025751073,0.1261801018,1
1321,0.4244087388,0.7636686301,0.4669451334,0.7753727377,0.3850358318,0.06211101656,0.005114273836,0.6416958867,0.4696279365,0.7917414714,0.6692770711,0.4884437798,0.1911704306,0.9997491381,0.2118737585,0.040860214,0.1368834882,0.1362660944,0.07873035826,1
1322,0.4267504578,0.716733525,0.5067238659,0.7485554963,0.3176642096,0.0650481227,0.005593249215,0.6556622036,0.4455303096,0.6657303357,0.6714169847,0.395642414,0.198967917,0.9815257701,0.433773686,0.040860214,0.2419585418,0.241416309,0.1766467503,1
1323,0.4395479703,0.7281011173,0.4681174511,0.7542493461,0.3633284774,0.04970137808,0.003466362185,0.7232661525,0.5303329808,0.7337662321,0.6559232534,0.3794674747,0.1925950821,0.9549628925,0.3622794907,0.040860214,0.2355253753,0.2349785408,0.1295090542,1
1324,0.4250288399,0.7194135379,0.4540554262,0.7496240225,0.3734633856,0.04636844983,0.002875931122,0.7028549891,0.4971280543,0.6899224821,0.647052672,0.3447103487,0.1925950821,0.9905847843,0.3583430089,0.040860214,0.3674052895,0.3669527897,0.1313926705,1
1325,0.3948962648,0.7503320141,0.4678505585,0.7854037838,0.3938239087,0.05665363691,0.004105721653,0.600903587,0.4066093259,0.7117647071,0.667562185,0.3566651935,0.1933137303,0.9815257701,0.2030695448,0.040860214,0.2087205147,0.2081545064,0.07522123676,1
1326,0.4151635427,0.7585306783,0.4956349408,0.8081478285,0.3869950482,0.02547778651,0.0008253218047,0.7517763305,0.5115524667,0.8067729071,0.6824275884,0.3693090001,0.1967244352,0.9905847843,0.3767380269,0.040860214,0.2108649035,0.2103004292,0.1527056863,1
1327,0.524696124,0.7573199446,0.443206273,0.7752818791,0.4096305186,0.06341753353,0.005707002728,0.794438824,0.6819149356,0.7762345679,0.6291753412,0.3279247411,0.1997248295,0.9997491381,0.1993091521,0.040860214,0.1754824875,0.1748927039,0.1515165467,1
1328,0.4120454436,0.7300226924,0.4661965928,0.7676085401,0.3782833301,0.04611010766,0.002965455069,0.6580798938,0.3855643373,0.7427597964,0.6729079055,0.3172497539,0.1911704306,0.9725702833,0.1723280029,0.040860214,0.1990707648,0.1984978541,0.07734665508,1
1329,0.4947603604,0.7176750159,0.4433141162,0.7741671319,0.4084371538,0.04224302973,0.002621846393,0.8110812328,0.7000170097,0.7004405286,0.6141091355,0.4025280891,0.1930737075,0.9997491381,0.3339419352,0.040860214,0.3663330951,0.3658798283,0.163986921,1
1330,0.4249688564,0.7707366285,0.5445513497,0.8252074974,0.3526803521,0.04991945316,0.003459321503,0.6963464431,0.489252041,0.7347972964,0.7078105428,0.394420726,0.1947638623,0.9725702833,0.3649064894,0.040860214,0.2537526805,0.2532188841,0.1632893362,1
1331,0.4263767193,0.7118012316,0.4870484135,0.7568709054,0.3461874947,0.04732101182,0.003344584135,0.7182028908,0.4735187971,0.6753670464,0.6644313543,0.3063359094,0.1959855561,0.9905847843,0.283200578,0.040860214,0.2805575411,0.2800429185,0.09978256464,1
1332,0.5037006963,0.7178456373,0.4653725215,0.792411259,0.4031973076,0.02637941444,0.0009919240232,0.8537323967,0.731820944,0.7673076929,0.6383613971,0.4159553811,0.1935542267,0.9549628925,0.4309644671,0.040860214,0.224803431,0.224248927,0.1997212522,1
1333,0.4234408305,0.7866998827,0.5263835039,0.8624859935,0.4077285251,0.03715937372,0.001827735478,0.6999277115,0.4538713333,0.8692307679,0.7217905352,0.3856636057,0.1940366451,0.9905847843,0.3295495892,0.040860214,0.2119370979,0.2113733906,0.1701738603,1
1334,0.4100514183,0.7370127568,0.504284098,0.7732378758,0.3441414132,0.04928416443,0.004218656508,0.6977836976,0.4320127881,0.6978998393,0.6798614666,0.3360364486,0.1914067119,0.9997491381,0.30602516,0.040860214,0.1744102931,0.1738197425,0.1573801898,1
1335,0.5384823063,0.7254836579,0.4276594323,0.7604787822,0.4114374634,0.0510987521,0.003250974951,0.8141681802,0.7154531216,0.7350689143,0.5919259197,0.3726276004,0.1914067119,0.9209154423,0.4311252641,0.040860214,0.3706218728,0.3701716738,0.1177247833,1
1336,0.3934003925,0.7782920397,0.5035759591,0.7919054442,0.3629841307,0.05352123798,0.004323571157,0.6364742825,0.3870776388,0.7518248179,0.6934737982,0.3243553376,0.1930737075,0.9905847843,0.2080292749,0.040860214,0.1765546819,0.1759656652,0.1529851299,1
1337,0.4218604364,0.7243043888,0.4893596841,0.7696777556,0.3562061859,0.03412968572,0.001806711178,0.7609501279,0.5431337685,0.7035775143,0.6579733438,0.4443073313,0.2038405959,0.9997491381,0.3110822144,0.040860214,0.2055039314,0.2049356223,0.136941958,1
1338,0.4749544797,0.7006877573,0.5436138307,0.8150398272,0.3437931283,0.01917600956,0.0005270954251,0.8606147028,0.7242099546,0.84288355,0.6515039714,0.3197527055,0.1918806643,0.9905847843,0.290002207,0.040860214,0.1926375983,0.1920600858,0.1683319215,1
1339,0.4141447212,0.7420265927,0.4689349546,0.7776918544,0.3852162856,0.0347754564,0.001435733555,0.6632735419,0.400467037,0.7420634929,0.6721689666,0.4226255304,0.1914067119,0.9725702833,0.5181637607,0.040860214,0.5389563974,0.5386266094,0.123917909,1
1340,0.4267183559,0.7183708203,0.6141056453,0.8646090821,0.3185774351,0.07476249825,0.008903527734,0.6677693152,0.4143582778,0.6666666679,0.7140836982,0.3436799762,0.1925950821,0.9997491381,0.4252041491,0.040860214,0.2172980701,0.2167381974,0.2090449121,1
1341,0.4398162605,0.7118080448,0.5951997316,0.8334450705,0.3080079196,0.04091828557,0.002540162924,0.721246135,0.4646512999,0.6548507464,0.6969169819,0.4044057188,0.1979658041,0.9905847843,0.2545272914,0.040860214,0.2055039314,0.2049356223,0.1166938849,1
1342,0.4373730555,0.7451575907,0.4911207525,0.7791128789,0.3635265861,0.03595205332,0.002093429023,0.7748191923,0.6093566949,0.7250996,0.6638453383,0.3836934955,0.1940366451,0.9997491381,0.4114134374,0.040860214,0.224803431,0.224248927,0.1632530535,1
1343,0.4019666081,0.7532330181,0.5496858121,0.8034726401,0.3262602282,0.04572364866,0.003167824845,0.6749654503,0.3991958913,0.8115702464,0.7004780346,0.3593198112,0.2002319974,0.9725702833,0.2205581191,0.040860214,0.3834882059,0.3830472103,0.04111131139,1
1344,0.4289204298,0.7218115048,0.4656288725,0.7687324101,0.3799637115,0.0587401662,0.00494438826,0.6751100305,0.4922496486,0.6882352929,0.6580307436,0.3359420678,0.1916434565,0.9997491381,0.3548885455,0.040860214,0.2355253753,0.2349785408,0.102251801,1
1345,0.4116230311,0.7926170436,0.5410915112,0.8356240104,0.3663811627,0.02874799949,0.00125311532,0.7188553982,0.446661973,0.8221153857,0.7186409664,0.3943150585,0.1959855561,0.9815257701,0.5211911811,0.2473118271,0.2355253753,0.2306866953,0.2484664522,1
1346,0.4299247534,0.7113274093,0.5003835027,0.7678560988,0.3429771184,0.03793103335,0.00210443393,0.7148466847,0.491109827,0.6839729107,0.6633642002,0.3491912701,0.1935542267,0.9463075685,0.3171485323,0.040860214,0.2033595425,0.2027896996,0.1759177607,1
1347,0.433299018,0.7654240992,0.4753171439,0.7730660492,0.3740935602,0.0478233066,0.002888222526,0.7126421602,0.5518816964,0.7775831857,0.6663651105,0.3453429644,0.1914067119,0.9463075685,0.564421838,0.040860214,0.4295925661,0.4291845494,0.1560401612,1
1348,0.4472564623,0.709968244,0.4839860407,0.7735662984,0.3655651613,0.04517887652,0.003135304202,0.7508258358,0.5780666693,0.6758474571,0.6567994417,0.3992776435,0.1940366451,0.9549628925,0.3642784054,0.040860214,0.2130092924,0.2124463519,0.2034110255,1
1349,0.400451068,0.7923622383,0.5238604965,0.8186462551,0.3678299601,0.03977359459,0.002024101106,0.6555956933,0.3985968462,0.7789473679,0.714436531,0.2670497984,0.1923564745,0.9044498746,0.2405649968,0.2989247304,0.1411722659,0.135193133,0.1432044014,1
1350,0.4555707638,0.8732034769,0.5763617611,0.9802825108,0.4700184337,0.08264185868,0.009434178405,0.4973954626,0.2500944968,0.9905063286,0.79088954,0.4735471822,0.1923564745,0.9997491381,0.4073963899,0.040860214,0.3245175125,0.3240343348,0.1540972704,1
1351,0.4587295089,0.8413051243,0.5496580642,0.9005685825,0.4204662843,0.03851889961,0.002173177079,0.7377676336,0.5245635466,0.9318518536,0.7379860691,0.4523426895,0.1947638623,0.9126374253,0.3946148753,0.040860214,0.2902072909,0.2896995708,0.1625127015,1
1352,0.3761425768,0.7072465447,0.5778447074,0.8708776596,0.3623604063,0.02813820551,0.001339929239,0.7018071761,0.3427258696,0.5123456786,0.7242260754,0.4285973149,0.1969717147,0.9997491381,0.3805938177,0.040860214,0.3095067906,0.3090128755,0.1403227877,1
1353,0.4335852217,0.8048861268,0.5753057158,0.8889800005,0.3825585428,0.03342174115,0.001710074884,0.7178020745,0.4705107225,0.9469178071,0.7270180844,0.4842838101,0.1959855561,0.9905847843,0.2958949461,0.040860214,0.275196569,0.2746781116,0.1251943194,1
1354,0.4013157775,0.8708040075,0.5865059803,0.9080459107,0.3894056894,0.03240071319,0.001198714443,0.5869314964,0.2401660281,0.5126213607,0.7726115536,0.4526135892,0.1937951966,0.9725702833,0.2808043091,0.040860214,0.3170121515,0.3165236052,0.109070935,1
1355,0.36383554,0.6386632524,0.6033735535,0.8299401725,0.2961095265,0.04022780215,0.002912767346,0.7058160416,0.3787333971,0.5766666679,0.70122817,0.4613810023,0.194278567,0.9815257701,0.3887505123,0.040860214,0.3395282345,0.339055794,0.1799807854,1
1356,0.4222868836,0.9017674028,0.6015414908,0.9308872992,0.3959270699,0.04182349525,0.002066607365,0.5689630411,0.2905047602,0.8899253714,0.7953729653,0.4734964218,0.1921183352,0.9292854426,0.3193439346,0.040860214,0.224803431,0.224248927,0.1056531953,1
1357,0.364633373,0.8120526707,0.6246446189,0.8963632167,0.3384189809,0.04248967001,0.002504796412,0.5782341978,0.2543692819,0.8625277179,0.7571569372,0.39229739,0.2012525245,0.8272408587,0.2492165085,0.040860214,0.2977126519,0.2972103004,0.09679881488,1
1358,0.4464328528,0.9010601938,0.5665320716,0.932908615,0.4342891772,0.05107387704,0.003367600484,0.5618817014,0.3141654032,0.981996725,0.7924103719,0.39621987,0.1911704306,0.9997491381,0.3684837785,0.040860214,0.260185847,0.2596566524,0.1563843707,1
1359,0.4203342163,0.8559689135,0.5604856002,0.9075983634,0.4160266611,0.03969275357,0.002103839267,0.6058617145,0.2769206804,0.9111445786,0.7630161012,0.3342710772,0.1959855561,0.8725753509,0.3332981488,0.2989247304,0.2419585418,0.2360515021,0.06743944081,1
1360,0.4181196049,0.8841944657,0.5788272859,0.9236577552,0.4125322704,0.04808241353,0.002897635016,0.6000133234,0.2981535843,0.9461400357,0.7863805292,0.3689209593,0.1923564745,0.9997491381,0.3903366552,0.040860214,0.2741243746,0.2736051502,0.1143799253,1
1361,0.424024083,0.8642518255,0.5895427621,0.9321001407,0.4095793042,0.0358241075,0.001648053967,0.651390038,0.3639923145,0.8151408464,0.7768301466,0.4433944404,0.2214548583,0.9725702833,0.3826969763,0.040860214,0.2709077913,0.2703862661,0.1060263352,1
1362,0.4129771843,0.793699074,0.5786285429,0.8607945319,0.3517653846,0.03114008554,0.001744897786,0.7330716926,0.4506741175,0.8362068964,0.7304443433,0.468057314,0.2004863482,0.9637165684,0.4369320526,0.040860214,0.3073624017,0.3068669528,0.1325038135,1
1363,0.4248573406,0.8497857546,0.5887853148,0.901101644,0.3803001984,0.0356695725,0.001835174258,0.6941076382,0.4522605476,0.8887070393,0.7559914503,0.4495590672,0.2164656881,0.9905847843,0.3353708271,0.040860214,0.3706218728,0.3701716738,0.08234665669,1
1364,0.4286371877,0.6590082784,0.5800326241,0.9025360641,0.3907922359,0.03043549287,0.001225297069,0.7150574834,0.4698786426,0.6078098464,0.718568918,0.4341824536,0.1945209728,0.9725702833,0.3544590717,0.040860214,0.2205146533,0.2199570815,0.1743952624,1
1365,0.3937896815,0.8738582743,0.5888869302,0.8889800005,0.3684372834,0.05212624791,0.003920617722,0.599172245,0.2691904045,0.875,0.7679144057,0.417535248,0.1933137303,0.9725702833,0.4236829213,0.040860214,0.3974267334,0.3969957082,0.07270986284,1
1366,0.4084975437,0.8862282047,0.570636205,0.9247732616,0.4221310388,0.04114970381,0.002238829984,0.5314527897,0.1773409566,0.9325044393,0.797012436,0.4193513139,0.2158907458,0.9725702833,0.2961305324,0.040860214,0.2784131523,0.2778969957,0.09827408752,1
1367,0.4192037654,0.8441734769,0.5929075287,0.9130861428,0.3876383083,0.03133728259,0.001047780545,0.6365547605,0.3232624195,0.9623493964,0.7544345021,0.3970665285,0.1935542267,0.9997491381,0.4338547601,0.2473118271,0.3652609006,0.3605150215,0.1064481327,1
1368,0.4257289327,0.8723167114,0.5827114558,0.9290881087,0.4137607599,0.04080618013,0.002384986836,0.5937075423,0.2849250552,0.9396092357,0.7790532911,0.4090488406,0.1957402425,0.9549628925,0.5425481604,0.040860214,0.4939242316,0.4935622318,0.1143092101,1
1369,0.410367526,0.8930278274,0.5938790194,0.931787877,0.4047677412,0.04557126828,0.002824405776,0.6078616906,0.2988635878,0.9075785571,0.8015275574,0.400160244,0.2269450153,0.9549628925,0.2209225335,0.040860214,0.2462473195,0.2457081545,0.08461597219,1
1370,0.4021756371,0.8459806424,0.6066577918,0.9161083994,0.3762726805,0.03754218109,0.001964636722,0.656238667,0.3453758366,0.9329710143,0.7753386497,0.3781123992,0.1918806643,0.9815257701,0.3429706466,0.040860214,0.3759828449,0.3755364807,0.09364366074,1
1371,0.4094255284,0.8960059982,0.5865874636,0.9059669348,0.3873044805,0.06052633101,0.005101545498,0.6013429616,0.3546964568,0.8562962964,0.7856931297,0.4267616303,0.194278567,0.9905847843,0.3636283381,0.040860214,0.3491779843,0.3487124464,0.1272688794,1
1372,0.4033470228,0.8910331933,0.591623293,0.9095658321,0.385559126,0.05024347078,0.003315355019,0.571341273,0.2647929907,0.8518518536,0.7984045658,0.4276670296,0.1940366451,0.9905847843,0.3548885455,0.040860214,0.6901358113,0.6899141631,0.06079366527,1
1373,0.4434137425,0.7384378921,0.5927608621,0.9640847078,0.4372563397,0.06071551579,0.004745529088,0.578361309,0.3424867148,0.9950413214,0.7674867006,0.451123517,0.2064824741,0.9997491381,0.3227102185,0.040860214,0.3427448177,0.3422746781,0.09903979626,1
1374,0.4231531615,0.8077291607,0.5716779212,0.8702231873,0.3681376168,0.04809385924,0.003275893374,0.6856302652,0.4571592706,0.8468606429,0.7268550653,0.4662736915,0.2072857824,0.9905847843,0.5275175058,0.040860214,0.3974267334,0.3969957082,0.1640834916,1
1375,0.4067277574,0.8027717284,0.5878391724,0.8910402538,0.3715250219,0.03045015165,0.001484211531,0.6874628541,0.3569655437,0.9937205643,0.7434435102,0.4075381445,0.194278567,0.9997491381,0.2185256091,0.040860214,0.2108649035,0.2103004292,0.1094419245,1
1376,0.3916866272,0.829607434,0.597894159,0.8877766374,0.3579046977,0.03858212489,0.002438098415,0.6606418313,0.3560531148,0.925734025,0.7476049868,0.3805544021,0.1923564745,0.9997491381,0.1773210904,0.040860214,0.1658327377,0.1652360515,0.1128246751,1
1377,0.4343100591,0.8576061169,0.5664516849,0.9066850971,0.4089375294,0.04039145983,0.00221352445,0.6387820098,0.3586567329,0.8385650214,0.7605991433,0.4482696584,0.2184976998,0.9815257701,0.2584103163,0.040860214,0.181915654,0.1813304721,0.1641585699,1
1378,0.4287104928,0.8775773605,0.5456096571,0.9050804381,0.429051906,0.03985124989,0.001736361077,0.5710695816,0.2819641955,0.8985294107,0.7814564267,0.4407906929,0.2072857824,0.9905847843,0.512412079,0.040860214,0.2837741244,0.2832618026,0.1229425258,1
1379,0.3825570126,0.737554699,0.6073063803,0.8560572325,0.3173522906,0.04988168683,0.003561612796,0.6056448791,0.318021945,0.8456014357,0.7307683368,0.4224053361,0.1935542267,0.9463075685,0.4395056278,0.040860214,0.3706218728,0.3701716738,0.1386000028,1
1380,0.3880692092,0.8495807675,0.6015414908,0.8765009395,0.3431755806,0.04406870339,0.003457980514,0.6410599565,0.3366183735,0.8246268643,0.7543457366,0.4134375067,0.1914067119,0.9997491381,0.2457456817,0.040860214,0.1669049321,0.1663090129,0.1184711511,1
1381,0.4045177791,0.880189797,0.5996982391,0.9163535159,0.3837467239,0.04120423837,0.002291596554,0.6414441298,0.2736192763,0.8719590286,0.7944875212,0.4041764017,0.1930737075,0.9815257701,0.3341193417,0.040860214,0.3791994282,0.3787553648,0.06940501343,1
1382,0.4115887003,0.8954534626,0.5498678909,0.9121150558,0.4314474926,0.05553385728,0.003907270711,0.5359361115,0.2478316885,0.8533950607,0.7944323598,0.3619643614,0.1969717147,0.9815257701,0.2838777312,0.2989247304,0.2333809864,0.2274678112,0.08359025944,1
1383,0.3825909306,0.799610053,0.6244368722,0.8998591829,0.3420258692,0.02542673061,0.001010968904,0.6913827886,0.3566307099,0.9884615393,0.7741941771,0.357301945,0.1992197099,0.9905847843,0.3167920138,0.040860214,0.2730521801,0.2725321888,0.09066779945,1
1384,0.4176500455,0.8770431346,0.580319932,0.9060779389,0.3939289083,0.0455256412,0.003089352436,0.5987779585,0.324371231,0.8685064929,0.7829704726,0.3749934462,0.192834158,0.9463075685,0.2945045244,0.040860214,0.3448892066,0.3444206009,0.08048403631,1
